Timestamp,t2m_value,sst_value,llj_indic,llj_level,max_indic,LEG_H062_Wd,diff_data,u10_value
2022-01-10 00:00:00,280.91663,281.3606,0.0,0.0,7.0,268.183335,-0.44396973,2.766983
2022-01-10 01:00:00,280.92896,281.3606,0.0,0.0,7.0,251.80000166666665,-0.43164062,2.4912872
2022-01-10 02:00:00,280.94727,281.3606,0.0,0.0,7.0,208.6666683333333,-0.41333008,2.7435455
2022-01-10 03:00:00,280.89893,281.3606,0.0,0.0,7.0,204.9500033333333,-0.46166992,2.4746552
2022-01-10 04:00:00,280.8871,281.3606,0.0,0.0,7.0,207.59999833333333,-0.47351074,2.7512512
2022-01-10 05:00:00,280.8921,281.3606,0.0,0.0,7.0,204.48333166666663,-0.46850586,2.5259857
2022-01-10 06:00:00,280.80945,281.3606,0.0,0.0,7.0,212.23333666666667,-0.55114746,2.572342
2022-01-10 07:00:00,280.7129,281.3606,0.0,0.0,7.0,218.833335,-0.6477051,2.4949646
2022-01-10 08:00:00,280.62573,281.3606,0.0,0.0,7.0,219.30000166666665,-0.7348633,2.4352264
2022-01-10 09:00:00,280.47632,281.3606,0.0,0.0,7.0,226.516665,-0.88427734,2.5726013
2022-01-10 10:00:00,279.86377,281.3606,0.0,0.0,7.0,221.40000333333333,-1.4968262,2.6028748
2022-01-10 11:00:00,279.44177,281.3606,0.0,0.0,7.0,192.51666333333333,-1.9188232,1.8654938
2022-01-10 12:00:00,279.10388,281.3606,0.0,0.0,7.0,190.66666666666663,-2.2567139,1.5969696
2022-01-10 13:00:00,278.8015,281.3606,0.0,0.0,7.0,190.46666833333333,-2.559082,1.0603638
2022-01-10 14:00:00,278.6754,281.3606,0.0,0.0,7.0,188.03332833333332,-2.6851807,1.2257843
2022-01-10 15:00:00,278.6504,281.3606,0.0,0.0,7.0,189.73333166666663,-2.710205,1.2822876
2022-01-10 16:00:00,278.59448,281.3606,0.0,0.0,7.0,185.2,-2.7661133,0.2505188
2022-01-10 17:00:00,278.1969,281.3606,0.0,0.0,7.0,170.0,-3.1636963,-0.9000244
2022-01-10 18:00:00,277.7163,281.3606,0.0,0.0,7.0,165.30000666666666,-3.644287,-1.2849579
2022-01-10 19:00:00,277.34412,281.3606,0.0,0.0,7.0,162.93333666666666,-4.0164795,-1.1075897
2022-01-10 20:00:00,277.12305,281.3606,0.0,0.0,7.0,173.29999800000002,-4.237549,-0.760437
2022-01-10 21:00:00,277.08325,281.3606,0.0,0.0,7.0,171.300004,-4.2773438,-0.6856384
2022-01-10 22:00:00,276.58472,281.4292,0.0,0.0,7.0,176.04999666666666,-4.8444824,-0.54914856
2022-01-10 23:00:00,276.6781,281.4292,0.0,0.0,7.0,171.0,-4.7510986,-0.8320465
