Timestamp,t2m_value,sst_value,llj_indic,llj_level,max_indic,LEG_H062_Wd,diff_data,u10_value
2022-01-12 00:00:00,281.36914,281.08545,0.0,0.0,7.0,223.379998,0.2836914,2.3721924
2022-01-12 01:00:00,281.43982,281.08545,0.0,0.0,7.0,228.85,0.35437012,1.017807
2022-01-12 02:00:00,281.57568,281.08545,0.0,0.0,7.0,60.36666833333334,0.49023438,0.37179565
2022-01-12 03:00:00,281.67102,281.08545,0.0,0.0,7.0,13.316666666666668,0.5855713,0.20437622
2022-01-12 04:00:00,281.56433,281.08545,0.0,0.0,7.0,24.98333333333333,0.47888184,-0.7626648
2022-01-12 05:00:00,281.43872,281.08545,0.0,0.0,7.0,20.33333333333333,0.35327148,-0.5753021
2022-01-12 06:00:00,281.2777,281.08545,0.0,0.0,7.0,17.133333333333333,0.19226074,-0.18666077
2022-01-12 07:00:00,281.12646,281.08545,0.0,0.0,7.0,18.166666666666668,0.041015625,-0.43392944
2022-01-12 08:00:00,281.04077,281.08545,0.0,0.0,7.0,8.916666666666666,-0.044677734,-0.19487
2022-01-12 09:00:00,280.94482,281.08545,0.0,0.0,7.0,293.55,-0.140625,0.27841187
2022-01-12 10:00:00,280.96863,281.08545,0.0,0.0,7.0,344.80000333333334,-0.11682129,0.791275
2022-01-12 11:00:00,280.9226,281.08545,0.0,0.0,7.0,325.51666666666665,-0.1628418,1.6585999
2022-01-12 12:00:00,280.80402,281.08545,0.0,0.0,7.0,285.71667,-0.2814331,1.9043579
2022-01-12 13:00:00,280.6355,281.08545,0.0,0.0,7.0,285.283335,-0.44995117,2.914093
2022-01-12 14:00:00,280.41254,281.08545,0.0,0.0,7.0,260.6333333333333,-0.6729126,3.4432678
2022-01-12 15:00:00,280.1632,281.08545,0.0,0.0,7.0,253.34999833333333,-0.9222412,3.3542175
2022-01-12 16:00:00,279.97455,281.08545,0.0,0.0,7.0,264.7333333333333,-1.1109009,3.738617
2022-01-12 17:00:00,279.83344,281.08545,0.0,0.0,7.0,232.38333666666665,-1.2520142,4.3246307
2022-01-12 18:00:00,279.7746,281.08545,0.0,0.0,7.0,231.3833283333333,-1.310852,4.411621
2022-01-12 19:00:00,279.7151,281.08545,0.0,0.0,7.0,230.316665,-1.3703613,4.090317
2022-01-12 20:00:00,279.66248,281.08545,0.0,0.0,7.0,222.23333333333332,-1.4229736,4.023117
2022-01-12 21:00:00,279.59778,281.08545,0.0,0.0,7.0,207.1,-1.4876709,4.275482
