Timestamp,t2m_value,sst_value,llj_indic,llj_level,max_indic,LEG_H062_Wd,diff_data,u10_value
2022-01-24 00:00:00,279.08554,280.48022,0.0,0.0,7.0,164.81666333333334,-1.3946838,0.05052185
2022-01-24 01:00:00,279.05615,280.48022,0.0,0.0,7.0,164.00000333333332,-1.4240723,-9.1552734e-05
2022-01-24 02:00:00,279.02753,280.48022,0.0,0.0,7.0,162.88333666666665,-1.4526978,-0.07911682
2022-01-24 03:00:00,278.98663,280.48022,0.0,0.0,7.0,161.8166666666667,-1.4935913,0.123550415
2022-01-24 04:00:00,278.94226,280.48022,0.0,0.0,7.0,140.29999833333332,-1.5379639,-0.18276978
2022-01-24 05:00:00,278.90436,280.48022,0.0,0.0,7.0,144.23333166666666,-1.5758667,-0.7055054
2022-01-24 06:00:00,278.85913,280.48022,0.0,0.0,7.0,126.46667,-1.6210938,-0.7758026
2022-01-24 07:00:00,278.75342,280.48022,0.0,0.0,7.0,133.88333500000002,-1.7268066,-0.57780457
2022-01-24 08:00:00,278.63416,280.48022,0.0,0.0,7.0,133.20000000000002,-1.8460693,-0.741745
2022-01-24 09:00:00,278.45587,280.48022,0.0,0.0,7.0,125.49999666666668,-2.024353,-1.2477722
2022-01-24 10:00:00,278.13815,280.48022,0.0,0.0,7.0,132.50000166666666,-2.3420715,-1.2087708
2022-01-24 11:00:00,278.16443,280.48022,0.0,0.0,7.0,111.316665,-2.315796,-1.0836182
2022-01-24 12:00:00,278.17026,280.48022,0.0,0.0,7.0,119.15000166666668,-2.309967,-0.80340576
2022-01-24 13:00:00,278.19257,280.48022,0.0,0.0,7.0,83.3,-2.2876587,-0.7516022
2022-01-24 14:00:00,278.23596,280.48022,0.0,0.0,7.0,93.75,-2.2442627,-1.1221161
2022-01-24 15:00:00,278.2878,280.48022,0.0,0.0,7.0,70.5,-2.1924133,-1.4563599
2022-01-24 16:00:00,278.37827,280.48022,0.0,0.0,7.0,63.63333333333333,-2.1019592,-1.6384888
2022-01-24 17:00:00,278.48346,280.48022,0.0,0.0,7.0,75.48333333333333,-1.9967651,-1.9295654
2022-01-24 18:00:00,278.57245,280.48022,0.0,0.0,7.0,82.63333333333334,-1.9077759,-2.0740662
2022-01-24 19:00:00,278.57587,280.48022,0.0,0.0,7.0,97.35,-1.9043579,-2.4248352
2022-01-24 20:00:00,278.5642,280.48022,0.0,0.0,7.0,79.76666666666667,-1.9160156,-2.6447754
2022-01-24 21:00:00,278.5288,280.48022,0.0,0.0,7.0,64.41666666666667,-1.951416,-2.6362915
2022-01-24 22:00:00,278.16724,280.437,0.0,0.0,7.0,79.61666666666666,-2.2697754,-2.1219788
2022-01-24 23:00:00,278.15332,280.437,0.0,0.0,7.0,67.39999999999999,-2.2836914,-2.0754547
